-7.610035157900086888e-01,-1.212444984593575636e+00,-1.018713051826936888e-01,-2.368500851194213386e+00,-1.057781287318013019e+00,-2.208236294939255551e+00,5.638383419558163911e-01,1.211052940177815840e+00,2.210309972823927716e+00,4.445615621571386566e-01,-1.182448721935442704e+00,1.042891124984466122e+00,-1.605587563896074599e+00,1.304199434409873293e+00,1.371750460789682657e+00,1.748250946234434888e+00,-2.336564834060360918e-01,-1.520144831012761655e+00,1.153241759474813888e+00,1.036808229144359633e-01,-3.720771872051827911e-01,-6.153001876456212216e-01,-1.256836001315678464e-01,-2.271930384860492147e+00,-7.183620834752930673e-01,-1.296903147680200208e+00
-6.178517633690393529e-01,6.155920681576614317e-01,-1.265506387372894892e+00,1.857454184725519486e+00,-9.185331949622380643e-01,-5.502589252263109798e-02,-3.858980628301923455e-01,1.295208529407846143e+00,-1.568432969481594164e+00,-9.702641939994040010e-01,-2.183348949677912376e+00,-2.850335778785537233e+00,-2.077330861758185154e+00,1.631631635688406634e+00,3.490228969603704767e-01,1.827891168495049401e+00,-2.441743791867837299e+00,-8.563033965800564973e-01,-2.982564034521766883e-01,-2.079478734226166914e+00,-1.293323799399769714e+00,8.998203169949038349e-01,2.830657750683661100e-01,2.311805252010838974e+00,-2.464440859647693660e+00,1.456565483332093569e+00
-6.893407193248615172e-01,-1.945381506737249966e+00,2.013606180762645970e+00,-3.123161878079255160e+00,-2.361762997069571102e-01,1.386809470162428282e+00,9.098242886127086981e-01,-1.547744160129822966e+00,-7.983089648563310714e-01,-6.559983373169874232e-01,7.353833014016724068e-01,-2.585932935503926444e+00,4.721083926478744641e-01,5.534949857924110761e-01,2.512554531227732646e+00,-2.416745404365943539e+00,-1.638986267099976191e+00,1.202730204592873386e+00,-1.202458514057830774e+00,-1.834459594386700809e+00,-1.880130266304849140e+00,-3.405609844702869315e-01,2.369248331230085491e-01,-1.061379189447655191e+00,1.027592323407936936e+00,-4.769083174216854903e-01
-6.783247872081946683e-01,4.629922649114410760e-01,5.849232052139954341e-01,-1.650183996978730749e-01,1.932641920299168703e+00,-2.296576534976826345e-01,-1.847314918779985549e+00,4.901176756555651326e-01,1.071460535646817647e+00,-3.319056427325718150e+00,1.541135074183308751e+00,3.737194724173101834e-01,-8.648468121618492210e-01,-2.582735222077966242e+00,9.706244673624527808e-01,-5.102186695058008592e-01,-6.842789687863650716e-01,-1.647136072202019408e+00,2.115314481753631792e-01,-2.742244186672589956e-01,1.725997546669827631e+00,1.324186578428375727e+00,-2.639844793337509099e+00,-8.055870988982206937e-02,-2.035108033689948304e+00,-1.461237761250003819e+00
-5.966433902861746352e-01,-2.044817988337215287e+00,2.056984073176890249e+00,1.951009094199711802e+00,1.763769907111304713e-01,-2.161412177602032969e+00,-4.039473623416859893e-01,1.801575324745720907e+00,-1.562787391511095914e+00,-2.525300392928063742e-01,2.358649699429758995e-01,7.165669877374312158e-01,1.076890918599463953e+00,-3.545727868840555241e-01,-1.677430581336855742e+00,-1.293925470971835912e-01,-6.748884884315898836e-01,1.140665346586519080e+00,1.324312372373549040e+00,3.211584842711437293e+00,-2.158888981970262577e+00,-2.601640821075215104e+00,-3.222646602524088522e+00,-1.896129064822596355e+00,-8.748806848556199833e-01,2.510386276966594998e+00
-8.779490670795654372e-01,4.344112017530298853e-01,-9.316104906411961650e-01,1.839077769105744165e-01,-3.607821606935779357e-01,6.195813740937384795e-01,3.862494816621102611e-01,-2.651503431397689070e+00,2.297107734652400701e+00,-2.088180984855668498e+00,-1.863823227000767968e+00,1.060578359556158201e+00,7.756214649713741860e-01,2.134686099537403070e+00,-1.149737021073978571e+00,-5.208142609979942161e-01,9.974342873964011646e-01,-1.483093531697300849e+00,-2.313942401768415813e+00,2.951733310276116740e-01,-3.870487902780690437e-01,-2.206076968202556721e+00,3.070219084242115648e-01,-1.176461138529405037e+00,-1.634629664596051191e+00,-8.246766135068689385e-01
-5.274652726066206831e-01,1.215642879439569501e+00,-1.500959813541985932e+00,-2.031953588396862020e+00,-1.523667339779321450e+00,-2.437320788911479408e+00,-2.375703112815850115e+00,-1.399872773096990430e+00,-8.873531454170886512e-01,-6.327887292944608388e-01,1.504501756021654035e+00,-1.580763002580662269e+00,5.859921662258865682e-01,-7.754041623795625560e-01,9.425733064438468478e-01,2.109196526503079205e+00,5.447913193476217053e-01,4.377361156594212765e-01,-1.280242283475188758e+00,-4.360993519972322652e-02,1.477499699212550421e+00,-1.132769492499666963e+00,-7.284690414995647068e-01,4.734716289890014695e-02,1.657456602861770323e+00,1.685409444267142565e+00
-7.490154009506351240e-01,-7.224905608478662256e-01,-3.152281728670438543e+00,3.657777828696819888e-01,1.981136232322630863e-01,-7.305994560048829634e-01,1.652639180533615804e+00,-2.300357001451302175e+00,-1.874681620724197195e+00,9.809538686522274453e-01,-1.588251591599297186e+00,1.354341415259508574e+00,2.178953310353830108e+00,-1.992397617433152801e+00,-2.003713617739042885e+00,-3.886129998240734906e-01,-2.339929759749923566e+00,-2.917190617221637083e+00,9.939864536301732389e-01,-2.704767680310177003e+00,-1.271397718359509321e+00,1.860914611552732412e+00,-1.205194039778726411e+00,-3.801419449120952976e-01,7.087181008925268477e-01,-2.110140029220969993e+00
-6.665468027795420358e-01,5.360184459360284315e-01,1.303075731122707470e+00,-1.033727137360958670e+00,-4.030847527504247019e+00,5.817346904832773058e-01,-2.657179017126893861e+00,8.037999376059443701e-01,-1.092419279815367128e+00,2.499100579913024145e+00,3.620079991911175354e-01,6.619533723048568463e-01,-9.216053408449803586e-01,-8.312366563227594485e-01,-2.002009516106182829e+00,-2.948975013309282023e+00,6.456420208639418457e-01,-1.101146938641938355e+00,7.451030893948106248e-01,5.850671711907374783e-01,-1.995452513825550112e+00,6.259110450627931588e-01,1.805961025729910796e+00,-2.230931506868926162e-01,-1.404421361783481537e+00,-2.131915303886176893e+00
-4.608911911243829818e-01,-1.439449540077330392e+00,-1.218095086710024866e+00,7.109301096393871866e-01,4.521691933746580516e-01,-3.595338078814918625e-01,6.228495449074715751e-01,-6.700529679509660275e-01,-7.069138004198609604e-01,6.311350773511825718e-02,-1.231990735995654784e+00,-1.746452330866727687e+00,-2.719608972595159102e+00,-2.214371776843030215e+00,-1.693075054478902386e+00,-9.092739407991899947e-01,8.785231080570632400e-01,1.186648137577223316e+00,-1.870412621359025529e+00,3.979629511381498896e-01,1.721138718116740129e+00,-1.369340552562717139e+00,8.580668010346725882e-01,-2.477957876699243001e-01,1.280091180024791386e+00,-1.327520418963991755e+00
